Customer Name,Sales,Profit,Quantity,Orders,Avg_Discount,Profit Margin
Janet Martin,3159.1220000000003,19.82350000000004,91,6,0.2894736842105263,0.6275002991337478
Janet Molinari,1804.146,502.6143,52,5,0.13846153846153847,27.85884845239798
Jas O'Carroll,1934.272,202.13619999999997,36,6,0.17272727272727273,10.450246914601461
Jason Fortune-,955.124,97.28899999999999,42,5,0.1142857142857143,10.186007261884319
Jason Gross,2240.58,3.7976000000000063,46,6,0.2545454545454545,0.16949182800881943
Jason Klamczynski,383.812,55.32769999999999,15,3,0.1,14.415312705178573
Jasper Cacioppo,71.263,-0.35560000000000036,12,4,0.22499999999999998,-0.498996674291007
Jay Fein,1911.844,330.199,58,6,0.07500000000000001,17.271231334774175
Jay Kimmel,2709.632,330.2838,72,8,0.12352941176470589,12.189249315036136
Jenna Caffey,1058.108,502.92440000000005,14,1,0.05,47.53053563530378
Jennifer Braxton,1791.605,156.05319999999998,43,10,0.20625000000000002,8.710245841019642
Jennifer Ferguson,2371.448,635.6376,69,6,0.07142857142857142,26.80377558352534
Jennifer Halladay,309.281,-24.077100000000005,29,4,0.31428571428571433,-7.784862309679548
Jennifer Jackson,709.178,200.5558,25,5,0.06666666666666667,28.280036887777115
Jennifer Patt,1669.135,429.7465,54,7,0.14,25.746659197728167
Jeremy Ellison,1388.682,276.2197,49,6,0.18461538461538465,19.890781330787032
Jeremy Farry,1082.918,-18.06730000000001,36,11,0.14666666666666667,-1.6683904044442897
Jeremy Lonsdale,3173.874,591.7163,56,6,0.07058823529411766,18.64334564006007
Jeremy Pistek,3635.594,757.1802,63,7,0.059375000000000004,20.826863505660974
Jessica Myrick,1733.443,356.5395,46,7,0.09,20.568285198878762
Jesus Ocampo,1090.838,167.6709,42,5,0.23636363636363636,15.370834166026487
Jill Fjeld,4198.332,1073.2088,67,8,0.17500000000000002,25.56274253679795
Jill Matthias,303.948,113.1204,26,5,0.1142857142857143,37.21702396462553
Jill Stevenson,1417.654,-175.54899999999998,35,4,0.3125,-12.383063850558738
Jim Epp,7754.976,1623.4019,74,7,0.16,20.933680516870716
Jim Karlsson,3760.028,750.9485,44,7,0.11666666666666668,19.971885847658584
Jim Kriz,4760.434,1172.5303,41,9,0.10000000000000002,24.630743751515087
Jim Mitchum,864.947,117.20400000000001,41,5,0.15833333333333335,13.550425633015664
Jim Radford,1156.658,-785.1645,14,2,0.3,-67.8821656876968
Jim Sink,1131.0639999999999,-54.8692,42,4,0.20909090909090908,-4.851113641668377
Jocasta Rupert,863.88,107.985,3,1,0.2,12.5
Joe Elijah,8697.842999999999,1262.2926,97,10,0.3227272727272727,14.512708495658064
Joe Kamberova,4867.2,55.0483,88,10,0.3325,1.1310055062458908
Joel Eaton,6760.8150000000005,221.79670000000002,90,13,0.14565217391304347,3.2806207535629945
Joel Jenkins,195.0,34.449200000000005,11,2,0.06666666666666667,17.666256410256413
John Castell,2772.055,279.56919999999997,64,9,0.12187500000000001,10.085268870927885
John Dryer,2152.352,-266.55249999999995,26,5,0.17142857142857146,-12.384242911940053
John Grady,1507.018,206.1019,46,6,0.06666666666666668,13.676140563682715
John Huston,528.91,26.082199999999997,29,6,0.15000000000000002,4.931311565294663
John Lee,9799.923,228.907,143,11,0.08823529411764706,2.3358040670319555
John Lucas,2725.256,779.9046,38,6,0.23636363636363636,28.617663808464233
John Murray,7625.076000000001,1574.6163999999999,50,7,0.1846153846153846,20.650501057300932
John Stevenson,3868.02,564.9798000000001,43,5,0.14666666666666667,14.606434299719236
Jonathan Doherty,7610.8640000000005,1050.2667999999999,150,11,0.075,13.79957387229623
Jonathan Howell,959.477,-13.554499999999996,35,7,0.14444444444444446,-1.412696708727775
Joni Blumstein,900.552,-286.9808,32,3,0.3,-31.867210333217848
Joni Sundaresam,469.169,-327.9336,37,5,0.3375,-69.89668967898561
Joni Wasserman,1244.086,-29.575899999999987,41,7,0.08181818181818182,-2.3773195743702593
Joseph Airdo,6491.026,-819.4217000000001,87,8,0.2125,-12.623916465594192
Joseph Holt,7954.9980000000005,-644.6982,64,6,0.08571428571428573,-8.104316305296368
Joy Bell-,644.1188,126.76490000000001,32,7,0.07428571428571429,19.680360206843833
Joy Daniels,385.43,26.7605,39,6,0.3090909090909091,6.943024673741016
Joy Smith,2516.494,-311.25749999999994,70,6,0.18333333333333332,-12.368696289361306
Julia Barnett,2518.115,201.51850000000002,32,5,0.1888888888888889,8.002752058583505
Julia Dunbar,695.442,111.11410000000001,17,3,0.049999999999999996,15.977479070864288
Julia West,1428.731,154.06369999999998,38,4,0.32857142857142857,10.78325451047118
Juliana Krohn,3747.668,586.6625,43,3,0.19999999999999998,15.65406807646782
Julie Creighton,858.576,201.5952,43,5,0.044444444444444446,23.480181137138704
Julie Kriz,2932.484,122.6566,49,10,0.20588235294117646,4.182686077741601
Julie Prescott,1707.71,309.7116,47,9,0.15384615384615385,18.136076968571945
Justin Deggeller,8828.0305,1619.5199,60,8,0.05588235294117647,18.345200551810507
Justin Ellison,2697.248,789.6476,34,3,0.028571428571428574,29.276047289681927
Justin Hirsh,2256.3940000000002,-96.95300000000002,28,4,0.22000000000000003,-4.29681163839294
Justin MacKendrick,2833.9260000000004,754.1144,74,10,0.06315789473684212,26.610236117668563
Justin Ritter,2201.686,452.37300000000005,41,5,0.22000000000000003,20.546662875632585
Kalyca Meade,2260.958,635.1057000000001,72,6,0.021052631578947368,28.09011489819802
Karen Bern,3152.6150000000002,763.9076,34,7,0.15,24.230919411345816
Karen Carlisle,2120.954,846.1217,40,6,0.02,39.893448891395096
Karen Daniels,8282.358,1107.6952000000003,64,5,0.1875,13.374152626582916
Karen Ferguson,10604.266,1660.1386,67,7,0.03333333333333334,15.655384351920256
Karen Seio,88.472,0.11099999999999888,10,3,0.275,0.12546342345600742
Karl Braun,1569.464,49.71929999999999,62,9,0.19545454545454544,3.167915925436964
Katharine Harms,3312.864,454.7871,70,8,0.1388888888888889,13.727913370425107
Katherine Ducich,1888.964,328.5942,36,6,0.13,17.39547180359181
Katherine Hughes,3100.612,528.2051,40,6,0.15,17.03551105394677
Katherine Murray,5620.186,973.7901999999999,69,8,0.13999999999999999,17.3266543135761
Katherine Nockton,2617.272,-151.1518,56,9,0.21764705882352942,-5.775165897927308
Katrina Bavinger,908.821,274.297,25,3,0.044444444444444446,30.181630926222
Katrina Edelman,1686.7312,397.87989999999996,67,8,0.21466666666666667,23.588814862735685
Katrina Willman,4416.5199999999995,1756.135,42,5,0.11000000000000001,39.76286759711266
Kean Nguyen,2171.962,114.3083,49,5,0.28125,5.262905152115921
Kean Takahito,3057.1,254.0032,45,7,0.2285714285714286,8.308632364005103
Kean Thornton,4642.088400000001,194.0671,37,10,0.14769230769230768,4.180598973513732
Keith Dawkins,8181.256,3038.6254,84,12,0.08750000000000001,37.141306909354746
Keith Herrera,5952.859,656.1162,91,7,0.10869565217391304,11.021866971819758
Kelly Andreada,1519.506,234.9194,57,7,0.05454545454545456,15.460248264896617
Kelly Collister,3908.262,709.4219,28,4,0.2,18.151851129734904
Kelly Lampkin,5016.488,-182.78130000000002,84,8,0.29545454545454547,-3.6436108289305187
Kelly Williams,449.096,107.92699999999999,22,4,0.04,24.032055507063077
Ken Black,2744.742,579.3551,102,12,0.10869565217391304,21.10781632663471
Ken Brennan,983.922,293.55240000000003,29,7,0.2666666666666667,29.834925939251285
Ken Dana,2243.5099999999998,539.7219,56,5,0.1076923076923077,24.05703116990787
Ken Heidel,3918.9660000000003,727.3786,84,9,0.10588235294117647,18.560472328670365
Ken Lonsdale,14175.229000000001,806.855,113,12,0.19999999999999998,5.692006809907621
Khloe Miller,453.538,91.1391,30,5,0.044444444444444446,20.095140870224764
Kimberly Carter,1146.05,156.7797,40,4,0.08571428571428573,13.680005235373674
Kristen Hastings,5990.799,1227.5091,69,7,0.12666666666666665,20.48990627126699
Kristina Nunn,2280.58,329.76250000000005,55,8,0.12000000000000001,14.459589227301828
Kunst Miller,4909.472,745.7685,98,8,0.08928571428571429,15.190401330326358
Larry Blacks,50.188,18.6507,12,3,0.26666666666666666,37.16167211285566
Larry Hughes,287.426,12.627699999999999,12,3,0.3666666666666667,4.393374294601045
Larry Tron,329.876,59.036,8,3,0.13333333333333333,17.896421685724334
Laura Armstrong,8673.222,2059.1199,105,11,0.11538461538461539,23.74111835255687
Laurel Beltran,4985.676,-52.19099999999998,76,8,0.23750000000000002,-1.0468189268616728
Laurel Elliston,1469.45,161.76489999999998,32,6,0.2555555555555556,11.008533805165197
Laurel Workman,2238.061,32.5767,50,5,0.20666666666666667,1.4555769480813974
Lauren Leatherbury,2741.2039999999997,560.0078,50,6,0.016666666666666666,20.42926392928071
Lela Donovan,5.304,0.4641,3,1,0.2,8.75
Lena Cacioppo,2580.7039999999997,-188.25110000000004,113,8,0.24000000000000002,-7.294563808945158
Lena Creighton,7663.126,1288.3469,93,12,0.1565217391304348,16.8122891363133
Lena Hernandez,2295.332,526.0727,64,9,0.12666666666666665,22.91924218370153
Lena Radford,5142.892,535.4764,64,6,0.17500000000000002,10.411970541088555
Linda Cazamias,4492.946,288.26599999999996,52,8,0.17142857142857143,6.415968498174694
Linda Southworth,2845.27,-318.77369999999996,51,6,0.3071428571428571,-11.203636210271783
Lindsay Castell,3246.626,299.48019999999997,30,4,0.2857142857142857,9.224351680791072
Lindsay Shagiari,2988.674,262.63669999999996,63,9,0.2818181818181818,8.787733289077362
Lindsay Williams,3230.308,662.8339000000001,38,6,0.10909090909090911,20.519216743418898
Lisa DeCherney,1961.934,557.1714,25,4,0.028571428571428574,28.399089877641142
Lisa Hazard,318.239,-242.73989999999998,34,4,0.4666666666666666,-76.2759749747831
Lisa Ryan,1879.306,-382.8079,44,5,0.27499999999999997,-20.36964177201584
Liz Carlisle,2095.064,86.77799999999999,43,5,0.27222222222222225,4.142021437053951
Liz MacKendrick,1346.774,-44.87799999999999,32,5,0.05714285714285715,-3.3322591615222747
Liz Pelletier,756.606,110.7813,39,4,0.1111111111111111,14.641874370544247
Liz Preis,3653.399,338.44539999999995,52,7,0.18666666666666665,9.263849910726968
Liz Thompson,2936.252,320.973,63,8,0.24642857142857144,10.93138463592362
Liz Willingham,1259.04,192.6312,15,3,0.0,15.299847502859324
Logan Currie,2633.582,231.12520000000004,62,9,0.18421052631578946,8.776077600773396
Logan Haushalter,1739.689,316.5202,44,9,0.07894736842105263,18.19406802020361
Lori Olson,644.35,150.1712,34,5,0.25555555555555554,23.30584309769535
Luke Foster,3930.5089999999996,-3583.977,69,7,0.31875,-91.18353373570702
Luke Schmidt,1010.2560000000001,244.197,54,6,0.2,24.171794079916374
Luke Weiss,5420.514,837.2411,59,7,0.16666666666666666,15.445787982468081
Lycoris Saunders,368.88000000000005,39.1952,16,3,0.11666666666666665,10.625460854478419
Lynn Smith,1008.1360000000001,348.3584,47,6,0.08333333333333333,34.554702936905336
Magdelene Morse,1314.023,178.402,17,4,0.13333333333333333,13.57677909747394
Marc Crier,2725.982,461.0014,54,8,0.13076923076923078,16.911388263018612
Marc Harrigan,2394.025,28.761200000000038,55,6,0.18846153846153849,1.2013742546548194
Maria Bertelson,1548.702,212.425,63,10,0.17368421052631577,13.716325025731226
Maria Etezadi,10663.728000000001,1859.4695,82,10,0.1318181818181818,17.437330547065713
Maria Zettner,593.606,85.01910000000001,11,4,0.06666666666666667,14.322479894071153
Maribeth Dona,3766.382,-241.94999999999996,64,7,0.32941176470588235,-6.423936817879864
Maribeth Schnelling,7443.6900000000005,844.9354999999998,105,10,0.16041666666666668,11.351030201418917
Maribeth Yedwab,2254.285,319.1211,49,7,0.3076923076923077,14.15620030297855
Marina Lichtenstein,2722.843,684.9162,72,9,0.17250000000000001,25.154450697304252
Maris LaWare,2921.5,-76.17550000000003,51,6,0.16666666666666666,-2.6074105767585154
Mark Cousins,4432.138,1802.3903,48,5,0.12,40.66638493657012
Mark Haberlin,400.016,61.428599999999996,25,4,0.07777777777777778,15.356535738570457
Mark Hamilton,2456.1820000000002,484.77330000000006,45,8,0.16363636363636364,19.736863962035386
Mark Packer,3206.132,600.2873,77,7,0.12142857142857144,18.723099984654404
Mark Van Huff,1560.05,189.0258,52,9,0.24000000000000002,12.116650107368354
Mary O'Rourke,922.487,59.357699999999994,15,4,0.22000000000000003,6.434529700689548
Mary Zewe,2564.906,787.7503,39,6,0.27999999999999997,30.7126382019458
MaryBeth Skach,475.65599999999995,84.0268,21,4,0.15714285714285717,17.665455707486082
Mathew Reese,639.178,162.9363,29,4,0.20000000000000004,25.491537568564627
Matt Abelman,4299.161,1240.2266,117,11,0.09411764705882353,28.848107805220597
Matt Collins,1303.893,210.7493,40,8,0.29090909090909095,16.16308240016627
Matt Collister,2426.067,288.98409999999996,47,6,0.17058823529411765,11.911628986338792
Matt Connell,2258.192,195.4486,60,8,0.2222222222222222,8.655092215365212
Matt Hagelstein,1252.8,122.3612,19,4,0.23333333333333336,9.767017879948915
Matthew Clasen,795.154,-247.94350000000003,33,4,0.17500000000000002,-31.181821383027692
Matthew Grinstein,3785.276,341.898,57,7,0.1285714285714286,9.032313627856992
Maureen Fritzler,937.039,-341.52650000000006,36,5,0.13749999999999998,-36.44741574256782
Maureen Gastineau,2350.188,25.888599999999972,25,4,0.225,1.101554428837181
Maureen Gnade,1342.282,-398.79319999999996,23,3,0.2571428571428572,-29.71009072609183
Maurice Satty,1613.402,247.4348,48,6,0.22,15.336215028864473
Max Engle,1908.4532,77.81280000000001,46,8,0.2246153846153846,4.077270535111891
Max Jones,6320.746,1054.5529000000001,50,7,0.21333333333333335,16.683994262702537
Max Ludwig,2071.9139999999998,409.51120000000003,53,7,0.1076923076923077,19.76487441081049
Maxwell Schwartz,3144.678,280.85839999999996,73,9,0.09999999999999999,8.931229206933109
Maya Herman,2203.7780000000002,238.5614,42,7,0.07272727272727274,10.825110333254981
Meg O'Connel,1687.0269999999998,169.34369999999998,49,8,0.16363636363636364,10.037995835277089
Meg Tillman,2890.139,509.0068,31,6,0.12999999999999998,17.611844966626172
Melanie Seite,370.348,19.431199999999997,14,4,0.18,5.246740903150549
Michael Chen,3805.714,698.4174,45,7,0.09999999999999999,18.35180993632207
Michael Dominguez,1204.91,-4.040300000000002,45,5,0.2875,-0.33531965043032275
Michael Grace,1242.8329999999999,-470.7684,23,5,0.24285714285714288,-37.878653045099384
Michael Granlund,776.384,171.7372,35,9,0.11923076923076924,22.120136427334927
Michael Kennedy,2302.368,-405.3559,73,8,0.3,-17.60604299573309
Michael Moore,3794.0800000000004,82.12499999999997,68,11,0.18125,2.164556361489477
Michael Nguyen,2477.946,290.8227,36,6,0.26,11.736442198498272
Michael Oakman,154.288,-82.0074,14,2,0.35000000000000003,-53.1521570050814
Michael Paige,3983.6420000000003,638.1563,62,9,0.255,16.01941891364736
Michael Stewart,855.116,55.226,49,6,0.17272727272727273,6.458305072060398
Michelle Arnett,2453.284,280.7822,42,6,0.041666666666666664,11.445156777609114
Michelle Ellison,1256.944,107.3604,15,4,0.16666666666666666,8.541382909660255
Michelle Huthwaite,2984.948,476.9032,31,5,0.13,15.976934941580224
Michelle Lonsdale,742.082,138.71620000000001,18,3,0.25,18.692839874838633
Michelle Moray,2749.881,-520.3443,73,8,0.21052631578947367,-18.922429734232136
Michelle Tran,1319.4498,-23.676300000000005,44,4,0.2427272727272727,-1.7944070323857717
Mick Brown,1428.231,117.8057,39,7,0.2,8.248364585280672
Mick Crebagga,2218.98,-64.1668,73,10,0.26842105263157895,-2.8917250268141217
Mick Hernandez,5503.093,170.9746,79,9,0.16818181818181818,3.1068818935097045
Mike Caudle,1581.9979999999998,121.7565,34,5,0.05454545454545456,7.696375090233996
Mike Gockenbach,3061.543,-93.603,42,4,0.1875,-3.057379889813731
Mike Kennedy,1031.602,227.83380000000002,43,4,0.0818181818181818,22.085436049949497
Mike Pelletier,5087.92,226.4529,78,9,0.15526315789473685,4.450795216905926
Mike Vittorini,1734.574,273.8582,37,7,0.08636363636363636,15.788210822945576
Mitch Gastineau,16.739,-1.2453,8,1,0.44999999999999996,-7.439512515681941
Mitch Webber,5341.900000000001,1238.422,51,7,0.07857142857142858,23.183174525917742
Mitch Willingham,5253.876,1665.516,13,2,0.06666666666666667,31.700710104311558
Monica Federle,1758.3,456.86080000000004,38,5,0.06666666666666667,25.983097309901616
Muhammed Lee,162.232,42.6648,7,2,0.06666666666666667,26.29863405493367
Muhammed MacIntyre,775.414,58.8916,32,9,0.14166666666666666,7.594859004351223
Muhammed Yedwab,4152.696,-371.7111,89,11,0.2438095238095238,-8.951079009876956
Nancy Lomonaco,1418.0900000000001,343.6381,44,4,0.06000000000000001,24.232460563151843
Naresj Patel,5529.62,1208.8890000000001,77,6,0.05714285714285715,21.862062854228682
Nat Carroll,2461.404,580.3075,54,5,0.0411764705882353,23.576280041797286
Nat Gilpin,1869.58,313.63349999999997,45,5,0.08750000000000001,16.775612704457686
Natalie DeCherney,4326.139,353.64549999999997,63,9,0.21111111111111114,8.174621758570401
Natalie Fritzler,8322.826,-1695.9714,52,7,0.25,-20.377350193311745
Natalie Webber,7234.014,1023.123,78,7,0.21363636363636365,14.143226706500705
Nathan Cano,2218.9900000000002,-2204.8072,38,6,0.2642857142857143,-99.36084434810432
Nathan Gelder,1395.9379999999999,217.0893,41,5,0.1111111111111111,15.551500138258293
Nathan Mautz,6459.344,2751.6848999999997,44,7,0.042857142857142864,42.60006743718866
Neil Ducich,2893.455,443.33680000000004,36,6,0.0875,15.322056157776778
Neil FranzÃ¶sisch,377.16200000000003,85.92779999999999,13,4,0.25,22.78272996749407
Neil Knudson,572.048,121.2177,51,7,0.1272727272727273,21.190127401896344
Neola Schneider,2575.863,-12.303999999999997,52,4,0.20666666666666667,-0.4776651553285247
Neoma Murray,2161.979,788.9525000000001,60,10,0.26,36.492144465788066
Nick Crebassa,8241.739,1314.758,64,7,0.13666666666666666,15.952434310283303
Nick Radford,2367.277,-25.148799999999966,37,5,0.22307692307692306,-1.0623513851568687
Nick Zandusky,2488.31,402.4236,77,9,0.175,16.17256692293163
Nicole Brennan,273.87199999999996,24.788800000000002,7,2,0.1,9.05123561371736
Nicole Fjeld,2031.472,388.2131,55,7,0.11666666666666668,19.109940968913183
Nicole Hansen,2673.29,760.1666,52,7,0.05454545454545456,28.43562052751479
Noah Childs,1821.742,-359.02099999999996,29,5,0.24444444444444446,-19.707565615767763
Noel Staavos,2964.823,-234.7714,113,13,0.21538461538461537,-7.918563772609698
Nona Balk,1972.599,117.6429,64,9,0.1735294117647059,5.9638527648042
Nora Paige,3908.402,514.6002,46,5,0.02,13.166511530799543
Nora Pelletier,1228.698,514.5017,23,6,0.18571428571428572,41.873731380697286
Nora Preis,7903.1825,631.2282,63,7,0.19615384615384618,7.987012826794776
Odella Nelson,1567.52,-5.88900000000001,58,9,0.16,-0.3756889864244163
Olvera Toch,3818.624,-925.1203,51,5,0.15999999999999998,-24.226535526933265
Pamela Coakley,1832.064,272.685,22,4,0.22000000000000003,14.884032435548104
Pamela Stobb,2181.479,-134.441,75,6,0.22380952380952382,-6.162837231071214
Parhena Norris,1467.152,192.0396,47,8,0.12307692307692308,13.089277729914828
Patricia Hirasaki,729.648,47.8878,6,1,0.2,6.563137293599105
Patrick Bzostek,740.356,229.2257,54,3,0.12000000000000002,30.961550929552807
Patrick Gardner,3086.907,137.46130000000002,83,13,0.16923076923076924,4.453043126987629
Patrick Jones,1220.09,442.1355,46,8,0.07692307692307693,36.23794146333467
Patrick O'Brill,7473.8282,38.47569999999996,91,11,0.21,0.5148057858755699
Patrick O'Donnell,2493.214,437.8533,54,7,0.04615384615384616,17.56180175468291
Patrick Ryan,1840.178,247.6226,43,5,0.11666666666666668,13.456448234899016
Paul Gonzalez,1987.164,334.5163,61,9,0.09411764705882353,16.833854679331953
Paul Knutson,1441.152,-798.705,14,2,0.3666666666666667,-55.4212879696243
Paul Lucas,239.481,-0.7527000000000026,29,5,0.25,-0.31430468387888916
Paul MacIntyre,1405.402,157.8768,16,3,0.15,11.233568758262761
Paul Prost,7252.608,1495.0854,138,10,0.1088235294117647,20.61445207020702
Paul Stevenson,1278.639,198.5099,52,8,0.05384615384615384,15.525093478299972
Paul Van Hugh,2876.046,434.52840000000003,52,5,0.08461538461538462,15.108534425388193
Pauline Chand,1061.488,-184.3364,18,2,0.13333333333333333,-17.365848695416243
Pauline Johnson,1824.2340000000002,682.9979000000001,25,7,0.08,37.440257116137516
Pauline Webber,3454.916,803.8169,48,10,0.038461538461538464,23.265888374710123
Penelope Sewall,6843.634,1742.7296999999999,47,7,0.0846153846153846,25.464975187159332
Pete Armstrong,729.408,225.8588,27,6,0.1857142857142857,30.96467272089146
Pete Kriz,8646.934,2038.2676000000001,107,12,0.07600000000000001,23.57214244956652
Pete Takahito,160.572,-20.0508,19,4,0.37142857142857144,-12.487108586802181
Peter BÃ¼hler,688.324,218.15970000000002,18,4,0.12000000000000002,31.694332901366224
Peter Fuller,9062.864,-614.2943000000001,75,4,0.12105263157894738,-6.7781476142641015
Peter McVee,4115.662,526.7537,36,4,0.1285714285714286,12.798759956478445
Philip Brown,1456.95,280.6606,54,8,0.1272727272727273,19.263571158927896
Philip Fox,2770.0,196.87389999999996,34,6,0.05,7.107361010830323
Philisse Overcash,4893.043,1155.4331,65,9,0.10555555555555557,23.61379411544105
Phillina Ober,1056.858,-49.70089999999999,32,5,0.19,-4.702703674476608
Phillip Breyer,132.738,21.897000000000002,10,2,0.1,16.496406454820775
Phillip Flathmann,2206.1279999999997,591.3118000000001,32,5,0.06000000000000001,26.80315013453436
Pierre Wener,3922.4150000000004,1290.354,39,7,0.1708333333333333,32.89692702072575
Quincy Jones,6108.338,1203.6768,61,9,0.12307692307692308,19.70547143920327
Rachel Payne,954.6452,59.538399999999996,47,4,0.19333333333333336,6.236704484556147
Ralph Arnett,2617.906,546.0882,58,9,0.1647058823529412,20.859732931587306
Ralph Kennedy,1460.192,269.688,29,3,0.07500000000000001,18.4693519756306
Ralph Ritter,615.932,-73.835,7,2,0.27499999999999997,-11.987524596871083
Randy Bradley,1008.1959999999999,-164.40619999999998,16,2,0.3166666666666667,-16.306968089538145
Randy Ferguson,3309.15,633.7072000000001,67,8,0.1375,19.15015034072194
Raymond Buch,15117.339,6976.0959,71,6,0.09444444444444444,46.146321783218596
Raymond Messe,1453.474,392.1499,29,6,0.044444444444444446,26.980179900018854
Resi PÃ¶lking,5153.084,465.25030000000015,88,12,0.14800000000000002,9.028579778633535
Ricardo Emerson,48.36,6.045,5,1,0.2,12.5
Ricardo Sperren,3221.29,633.4513999999999,29,5,0.0,19.664525702435977
Richard Bierner,2663.0860000000002,477.23990000000003,66,8,0.1625,17.920559080705615
Richard Eichhorn,876.696,209.2294,47,5,0.13333333333333333,23.865672935658424
Rick Bensley,4715.466,640.5466,85,12,0.13478260869565217,13.583951193795055
Rick Duston,4272.93,480.594,60,8,0.10666666666666667,11.24741102709382
Rick Hansen,3621.3759999999997,563.7877,38,5,0.1,15.568328171391208
Rick Huthwaite,6979.18,1289.4535,43,6,0.03333333333333333,18.475716344900118
Rick Reed,3302.2619999999997,721.6826,36,6,0.06000000000000001,21.854189643341442
Rick Wilson,7397.401,1586.6273,89,7,0.13478260869565217,21.44844250027814
Ritsa Hightower,740.382,0.30570000000000164,11,2,0.5333333333333333,0.041289496503156706
Rob Beeghly,528.546,76.8879,35,5,0.16666666666666666,14.547059290960481
Rob Dowd,2912.8940000000002,734.5158,73,10,0.03157894736842106,25.216015412850584
Rob Haberlin,2085.7400000000002,172.6261,43,3,0.10909090909090909,8.27649179667648
Rob Lucas,6234.91,488.14840000000004,101,8,0.21875,7.829277407372361
Rob Williams,3279.746,698.8325,53,9,0.1375,21.307518935917596
Robert Barroso,221.084,72.679,29,5,0.14285714285714285,32.87393027084728
Robert Dilbeck,2786.632,835.772,23,5,0.08,29.99219129041797
Robert Marley,5979.0960000000005,1902.5438000000001,39,5,0.045454545454545456,31.819923948369457
Robert Waldorf,3495.646,707.5503,61,5,0.07333333333333333,20.240902539902493
Roger Barcio,2067.45,243.07549999999998,22,4,0.1571428571428571,11.757261360613317
Roger Demir,1419.737,207.3304,78,10,0.1575,14.60343711546575
Roland Fjeld,2341.2960000000003,711.6168,53,7,0.014285714285714287,30.39414068105869
Roland Murray,98.35,28.6879,4,1,0.0,29.169191662430098
Roland Schwarz,4159.7699999999995,1206.3851,54,8,0.1142857142857143,29.001245261156267
Rose O'Brian,3815.478,-1262.5716000000002,48,7,0.2916666666666667,-33.090784431203645
Ross Baird,5633.316000000001,-461.73319999999995,92,8,0.25,-8.196472557193665
Ross DeVincentis,1137.616,318.4625,63,8,0.1875,27.993848539401693
Roy Collins,966.409,63.991400000000006,29,6,0.11000000000000001,6.62156498956446
Roy FranzÃ¶sisch,945.222,280.0261,45,8,0.0818181818181818,29.625431909117644
Roy Phan,2170.716,594.5868,61,8,0.13333333333333333,27.39127550540928
Roy Skaria,22.328,9.5838,10,2,0.06666666666666667,42.92278753135077
Ruben Ausman,3832.314,1292.8656,53,7,0.04000000000000001,33.735899511365716
Ruben Dartt,3133.924,455.5292,85,9,0.05714285714285715,14.535425875037175
Russell Applegate,4793.543,304.8673,75,9,0.27954545454545454,6.359957551230896
Russell D'Ascenzo,970.9420000000001,35.05740000000001,33,4,0.31,3.6106585151327275
Ryan Akin,1686.9225,-445.695,27,5,0.31666666666666665,-26.4205972710661
Ryan Crowe,885.752,10.563300000000002,44,6,0.17272727272727273,1.1925798643412606
Sally Hughsby,3406.8395,558.4739999999999,113,13,0.13620689655172413,16.392729977446837
Sally Knutson,883.409,168.7933,19,3,0.22000000000000003,19.107038755548107
Sally Matthias,244.49399999999997,-26.5927,26,4,0.26666666666666666,-10.876626829288245
Sam Craven,3362.9636,-317.0508,62,5,0.21882352941176472,-9.427720240564007
Sam Zeldin,3625.329,366.43030000000005,69,11,0.22000000000000003,10.107504725777993
Sample Company A,4624.572,1011.7443,61,9,0.18666666666666668,21.877576995233287
Sandra Flanagan,763.5459999999999,228.1623,35,7,0.1,29.881932457245536
Sandra Glassco,3406.5809999999997,570.438,30,3,0.06818181818181818,16.745176468723333
Sanjit Chand,14142.333999999999,5757.411899999999,87,9,0.06363636363636364,40.71047890680562
Sanjit Engle,12209.438000000002,2650.6769,78,11,0.1105263157894737,21.710064787584813
Sanjit Jacobs,3949.656,144.1189,104,12,0.23333333333333336,3.648897524240086
Saphhira Shifley,1324.028,332.3487,86,8,0.11428571428571428,25.101334714975813
Sara Luxemburg,3053.012,527.9715,30,7,0.17777777777777778,17.29346298016516
Sarah Bern,1348.02,157.6658,24,3,0.18571428571428572,11.696102431714662
Sarah Brown,6410.996,885.4623999999999,45,6,0.1416666666666667,13.8116199105412
Sarah Foster,3422.7859999999996,286.9046,74,9,0.12666666666666665,8.382195089029814
Sarah Jordon,1341.036,-23.5137,35,6,0.37,-1.7533981190661545
Scot Coram,4371.9580000000005,440.14099999999996,49,4,0.10909090909090911,10.067365697474678
Scot Wooten,1085.078,-19.60620000000001,33,7,0.25999999999999995,-1.806893145008931
Scott Cohen,3729.7929999999997,671.0033999999999,63,8,0.19722222222222222,17.990365685173412
Scott Williamson,1966.65,332.8725,28,6,0.028571428571428574,16.925863778506596
Sean Braxton,8057.891,-2082.7451,84,7,0.24117647058823527,-25.847273188480713
Sean Christensen,3979.065,229.1617,64,7,0.21666666666666667,5.759184632570716
Sean Miller,25043.05,-1980.7393,50,5,0.24666666666666667,-7.909337321133009
Sean O'Donnell,2602.5755,-81.0858,52,6,0.1366666666666667,-3.1155983755322376
Sean Wendt,1019.044,95.8383,25,3,0.21666666666666667,9.404726390617087
Seth Vernon,11470.949999999999,1199.4242,109,10,0.15625,10.456188894555376
Shahid Collister,5992.536,236.66149999999996,80,9,0.19,3.9492712267393966
