Customer Name,Sales,Profit,Orders,Performance
Karl Braun,1569.464,49.71929999999999,9,Low Sales - Low Profit
Katharine Harms,3312.864,454.7871,8,High Sales - High Profit
Katherine Ducich,1888.964,328.5942,6,Low Sales - High Profit
Katherine Hughes,3100.612,528.2051,6,High Sales - High Profit
Katherine Murray,5620.186,973.7901999999999,8,High Sales - High Profit
Katherine Nockton,2617.272,-151.1518,9,High Sales - Low Profit
Katrina Bavinger,908.821,274.297,3,Low Sales - High Profit
Katrina Edelman,1686.7312,397.87989999999996,8,Low Sales - High Profit
Katrina Willman,4416.5199999999995,1756.135,5,High Sales - High Profit
Kean Nguyen,2171.962,114.3083,5,Low Sales - Low Profit
Kean Takahito,3057.1,254.0032,7,High Sales - High Profit
Kean Thornton,4642.088400000001,194.0671,10,High Sales - Low Profit
Keith Dawkins,8181.256,3038.6254,12,High Sales - High Profit
Keith Herrera,5952.859,656.1162,7,High Sales - High Profit
Kelly Andreada,1519.506,234.9194,7,Low Sales - High Profit
Kelly Collister,3908.262,709.4219,4,High Sales - High Profit
Kelly Lampkin,5016.488,-182.78130000000002,8,High Sales - Low Profit
Kelly Williams,449.096,107.92699999999999,4,Low Sales - Low Profit
Ken Black,2744.742,579.3551,12,High Sales - High Profit
Ken Brennan,983.922,293.55240000000003,7,Low Sales - High Profit
Ken Dana,2243.5099999999998,539.7219,5,Low Sales - High Profit
Ken Heidel,3918.9660000000003,727.3786,9,High Sales - High Profit
Ken Lonsdale,14175.229000000001,806.855,12,High Sales - High Profit
Khloe Miller,453.538,91.1391,5,Low Sales - Low Profit
Kimberly Carter,1146.05,156.7797,4,Low Sales - Low Profit
Kristen Hastings,5990.799,1227.5091,7,High Sales - High Profit
Kristina Nunn,2280.58,329.76250000000005,8,High Sales - High Profit
Kunst Miller,4909.472,745.7685,8,High Sales - High Profit
Larry Blacks,50.188,18.6507,3,Low Sales - Low Profit
Larry Hughes,287.426,12.627699999999999,3,Low Sales - Low Profit
Larry Tron,329.876,59.036,3,Low Sales - Low Profit
Laura Armstrong,8673.222,2059.1199,11,High Sales - High Profit
Laurel Beltran,4985.676,-52.19099999999998,8,High Sales - Low Profit
Laurel Elliston,1469.45,161.76489999999998,6,Low Sales - Low Profit
Laurel Workman,2238.061,32.5767,5,Low Sales - Low Profit
Lauren Leatherbury,2741.2039999999997,560.0078,6,High Sales - High Profit
Lela Donovan,5.304,0.4641,1,Low Sales - Low Profit
Lena Cacioppo,2580.7039999999997,-188.25110000000004,8,High Sales - Low Profit
Lena Creighton,7663.126,1288.3469,12,High Sales - High Profit
Lena Hernandez,2295.332,526.0727,9,High Sales - High Profit
Lena Radford,5142.892,535.4764,6,High Sales - High Profit
Linda Cazamias,4492.946,288.26599999999996,8,High Sales - High Profit
Linda Southworth,2845.27,-318.77369999999996,6,High Sales - Low Profit
Lindsay Castell,3246.626,299.48019999999997,4,High Sales - High Profit
Lindsay Shagiari,2988.674,262.63669999999996,9,High Sales - High Profit
Lindsay Williams,3230.308,662.8339000000001,6,High Sales - High Profit
Lisa DeCherney,1961.934,557.1714,4,Low Sales - High Profit
Lisa Hazard,318.239,-242.73989999999998,4,Low Sales - Low Profit
Lisa Ryan,1879.306,-382.8079,5,Low Sales - Low Profit
Liz Carlisle,2095.064,86.77799999999999,5,Low Sales - Low Profit
Liz MacKendrick,1346.774,-44.87799999999999,5,Low Sales - Low Profit
Liz Pelletier,756.606,110.7813,4,Low Sales - Low Profit
Liz Preis,3653.399,338.44539999999995,7,High Sales - High Profit
Liz Thompson,2936.252,320.973,8,High Sales - High Profit
Liz Willingham,1259.04,192.6312,3,Low Sales - Low Profit
Logan Currie,2633.582,231.12520000000004,9,High Sales - High Profit
Logan Haushalter,1739.689,316.5202,9,Low Sales - High Profit
Lori Olson,644.35,150.1712,5,Low Sales - Low Profit
Luke Foster,3930.5089999999996,-3583.977,7,High Sales - Low Profit
Luke Schmidt,1010.2560000000001,244.197,6,Low Sales - High Profit
Luke Weiss,5420.514,837.2411,7,High Sales - High Profit
Lycoris Saunders,368.88000000000005,39.1952,3,Low Sales - Low Profit
Lynn Smith,1008.1360000000001,348.3584,6,Low Sales - High Profit
Magdelene Morse,1314.023,178.402,4,Low Sales - Low Profit
Marc Crier,2725.982,461.0014,8,High Sales - High Profit
Marc Harrigan,2394.025,28.761200000000038,6,High Sales - Low Profit
Maria Bertelson,1548.702,212.425,10,Low Sales - Low Profit
Maria Etezadi,10663.728000000001,1859.4695,10,High Sales - High Profit
Maria Zettner,593.606,85.01910000000001,4,Low Sales - Low Profit
Maribeth Dona,3766.382,-241.94999999999996,7,High Sales - Low Profit
Maribeth Schnelling,7443.6900000000005,844.9354999999998,10,High Sales - High Profit
Maribeth Yedwab,2254.285,319.1211,7,Low Sales - High Profit
Marina Lichtenstein,2722.843,684.9162,9,High Sales - High Profit
Maris LaWare,2921.5,-76.17550000000003,6,High Sales - Low Profit
Mark Cousins,4432.138,1802.3903,5,High Sales - High Profit
Mark Haberlin,400.016,61.428599999999996,4,Low Sales - Low Profit
Mark Hamilton,2456.1820000000002,484.77330000000006,8,High Sales - High Profit
Mark Packer,3206.132,600.2873,7,High Sales - High Profit
Mark Van Huff,1560.05,189.0258,9,Low Sales - Low Profit
Mary O'Rourke,922.487,59.357699999999994,4,Low Sales - Low Profit
Mary Zewe,2564.906,787.7503,6,High Sales - High Profit
MaryBeth Skach,475.65599999999995,84.0268,4,Low Sales - Low Profit
Mathew Reese,639.178,162.9363,4,Low Sales - Low Profit
Matt Abelman,4299.161,1240.2266,11,High Sales - High Profit
Matt Collins,1303.893,210.7493,8,Low Sales - Low Profit
Matt Collister,2426.067,288.98409999999996,6,High Sales - High Profit
Matt Connell,2258.192,195.4486,8,High Sales - Low Profit
Matt Hagelstein,1252.8,122.3612,4,Low Sales - Low Profit
Matthew Clasen,795.154,-247.94350000000003,4,Low Sales - Low Profit
Matthew Grinstein,3785.276,341.898,7,High Sales - High Profit
Maureen Fritzler,937.039,-341.52650000000006,5,Low Sales - Low Profit
Maureen Gastineau,2350.188,25.888599999999972,4,High Sales - Low Profit
Maureen Gnade,1342.282,-398.79319999999996,3,Low Sales - Low Profit
Maurice Satty,1613.402,247.4348,6,Low Sales - High Profit
Max Engle,1908.4532,77.81280000000001,8,Low Sales - Low Profit
Max Jones,6320.746,1054.5529000000001,7,High Sales - High Profit
Max Ludwig,2071.9139999999998,409.51120000000003,7,Low Sales - High Profit
Maxwell Schwartz,3144.678,280.85839999999996,9,High Sales - High Profit
Maya Herman,2203.7780000000002,238.5614,7,Low Sales - High Profit
Meg O'Connel,1687.0269999999998,169.34369999999998,8,Low Sales - Low Profit
Meg Tillman,2890.139,509.0068,6,High Sales - High Profit
Melanie Seite,370.348,19.431199999999997,4,Low Sales - Low Profit
Michael Chen,3805.714,698.4174,7,High Sales - High Profit
Michael Dominguez,1204.91,-4.040300000000002,5,Low Sales - Low Profit
Michael Grace,1242.8329999999999,-470.7684,5,Low Sales - Low Profit
Michael Granlund,776.384,171.7372,9,Low Sales - Low Profit
Michael Kennedy,2302.368,-405.3559,8,High Sales - Low Profit
Michael Moore,3794.0800000000004,82.12499999999997,11,High Sales - Low Profit
Michael Nguyen,2477.946,290.8227,6,High Sales - High Profit
Michael Oakman,154.288,-82.0074,2,Low Sales - Low Profit
Michael Paige,3983.6420000000003,638.1563,9,High Sales - High Profit
Michael Stewart,855.116,55.226,6,Low Sales - Low Profit
Michelle Arnett,2453.284,280.7822,6,High Sales - High Profit
Michelle Ellison,1256.944,107.3604,4,Low Sales - Low Profit
Michelle Huthwaite,2984.948,476.9032,5,High Sales - High Profit
Michelle Lonsdale,742.082,138.71620000000001,3,Low Sales - Low Profit
Michelle Moray,2749.881,-520.3443,8,High Sales - Low Profit
Michelle Tran,1319.4498,-23.676300000000005,4,Low Sales - Low Profit
Mick Brown,1428.231,117.8057,7,Low Sales - Low Profit
Mick Crebagga,2218.98,-64.1668,10,Low Sales - Low Profit
Mick Hernandez,5503.093,170.9746,9,High Sales - Low Profit
Mike Caudle,1581.9979999999998,121.7565,5,Low Sales - Low Profit
Mike Gockenbach,3061.543,-93.603,4,High Sales - Low Profit
Mike Kennedy,1031.602,227.83380000000002,4,Low Sales - High Profit
Mike Pelletier,5087.92,226.4529,9,High Sales - Low Profit
Mike Vittorini,1734.574,273.8582,7,Low Sales - High Profit
Mitch Gastineau,16.739,-1.2453,1,Low Sales - Low Profit
Mitch Webber,5341.900000000001,1238.422,7,High Sales - High Profit
Mitch Willingham,5253.876,1665.516,2,High Sales - High Profit
Monica Federle,1758.3,456.86080000000004,5,Low Sales - High Profit
Muhammed Lee,162.232,42.6648,2,Low Sales - Low Profit
Muhammed MacIntyre,775.414,58.8916,9,Low Sales - Low Profit
Muhammed Yedwab,4152.696,-371.7111,11,High Sales - Low Profit
Nancy Lomonaco,1418.0900000000001,343.6381,4,Low Sales - High Profit
Naresj Patel,5529.62,1208.8890000000001,6,High Sales - High Profit
Nat Carroll,2461.404,580.3075,5,High Sales - High Profit
Nat Gilpin,1869.58,313.63349999999997,5,Low Sales - High Profit
Natalie DeCherney,4326.139,353.64549999999997,9,High Sales - High Profit
Natalie Fritzler,8322.826,-1695.9714,7,High Sales - Low Profit
Natalie Webber,7234.014,1023.123,7,High Sales - High Profit
Nathan Cano,2218.9900000000002,-2204.8072,6,Low Sales - Low Profit
Nathan Gelder,1395.9379999999999,217.0893,5,Low Sales - Low Profit
Nathan Mautz,6459.344,2751.6848999999997,7,High Sales - High Profit
Neil Ducich,2893.455,443.33680000000004,6,High Sales - High Profit
Neil Französisch,377.16200000000003,85.92779999999999,4,Low Sales - Low Profit
Neil Knudson,572.048,121.2177,7,Low Sales - Low Profit
Neola Schneider,2575.863,-12.303999999999997,4,High Sales - Low Profit
Neoma Murray,2161.979,788.9525000000001,10,Low Sales - High Profit
Nick Crebassa,8241.739,1314.758,7,High Sales - High Profit
Nick Radford,2367.277,-25.148799999999966,5,High Sales - Low Profit
Nick Zandusky,2488.31,402.4236,9,High Sales - High Profit
Nicole Brennan,273.87199999999996,24.788800000000002,2,Low Sales - Low Profit
Nicole Fjeld,2031.472,388.2131,7,Low Sales - High Profit
Nicole Hansen,2673.29,760.1666,7,High Sales - High Profit
Noah Childs,1821.742,-359.02099999999996,5,Low Sales - Low Profit
Noel Staavos,2964.823,-234.7714,13,High Sales - Low Profit
Nona Balk,1972.599,117.6429,9,Low Sales - Low Profit
Nora Paige,3908.402,514.6002,5,High Sales - High Profit
Nora Pelletier,1228.698,514.5017,6,Low Sales - High Profit
Nora Preis,7903.1825,631.2282,7,High Sales - High Profit
Odella Nelson,1567.52,-5.88900000000001,9,Low Sales - Low Profit
Olvera Toch,3818.624,-925.1203,5,High Sales - Low Profit
Pamela Coakley,1832.064,272.685,4,Low Sales - High Profit
Pamela Stobb,2181.479,-134.441,6,Low Sales - Low Profit
Parhena Norris,1467.152,192.0396,8,Low Sales - Low Profit
Patricia Hirasaki,729.648,47.8878,1,Low Sales - Low Profit
Patrick Bzostek,740.356,229.2257,3,Low Sales - High Profit
Patrick Gardner,3086.907,137.46130000000002,13,High Sales - Low Profit
Patrick Jones,1220.09,442.1355,8,Low Sales - High Profit
Patrick O'Brill,7473.8282,38.47569999999996,11,High Sales - Low Profit
Patrick O'Donnell,2493.214,437.8533,7,High Sales - High Profit
Patrick Ryan,1840.178,247.6226,5,Low Sales - High Profit
Paul Gonzalez,1987.164,334.5163,9,Low Sales - High Profit
Paul Knutson,1441.152,-798.705,2,Low Sales - Low Profit
Paul Lucas,239.481,-0.7527000000000026,5,Low Sales - Low Profit
Paul MacIntyre,1405.402,157.8768,3,Low Sales - Low Profit
Paul Prost,7252.608,1495.0854,10,High Sales - High Profit
Paul Stevenson,1278.639,198.5099,8,Low Sales - Low Profit
Paul Van Hugh,2876.046,434.52840000000003,5,High Sales - High Profit
Pauline Chand,1061.488,-184.3364,2,Low Sales - Low Profit
Pauline Johnson,1824.2340000000002,682.9979000000001,7,Low Sales - High Profit
Pauline Webber,3454.916,803.8169,10,High Sales - High Profit
Penelope Sewall,6843.634,1742.7296999999999,7,High Sales - High Profit
Pete Armstrong,729.408,225.8588,6,Low Sales - Low Profit
Pete Kriz,8646.934,2038.2676000000001,12,High Sales - High Profit
Pete Takahito,160.572,-20.0508,4,Low Sales - Low Profit
Peter Bühler,688.324,218.15970000000002,4,Low Sales - Low Profit
Peter Fuller,9062.864,-614.2943000000001,4,High Sales - Low Profit
Peter McVee,4115.662,526.7537,4,High Sales - High Profit
Philip Brown,1456.95,280.6606,8,Low Sales - High Profit
Philip Fox,2770.0,196.87389999999996,6,High Sales - Low Profit
Philisse Overcash,4893.043,1155.4331,9,High Sales - High Profit
Phillina Ober,1056.858,-49.70089999999999,5,Low Sales - Low Profit
Phillip Breyer,132.738,21.897000000000002,2,Low Sales - Low Profit
Phillip Flathmann,2206.1279999999997,591.3118000000001,5,Low Sales - High Profit
Pierre Wener,3922.4150000000004,1290.354,7,High Sales - High Profit
Quincy Jones,6108.338,1203.6768,9,High Sales - High Profit
Rachel Payne,954.6452,59.538399999999996,4,Low Sales - Low Profit
Ralph Arnett,2617.906,546.0882,9,High Sales - High Profit
Ralph Kennedy,1460.192,269.688,3,Low Sales - High Profit
Ralph Ritter,615.932,-73.835,2,Low Sales - Low Profit
Randy Bradley,1008.1959999999999,-164.40619999999998,2,Low Sales - Low Profit
Randy Ferguson,3309.15,633.7072000000001,8,High Sales - High Profit
Raymond Buch,15117.339,6976.0959,6,High Sales - High Profit
Raymond Messe,1453.474,392.1499,6,Low Sales - High Profit
Resi Pölking,5153.084,465.25030000000015,12,High Sales - High Profit
Ricardo Emerson,48.36,6.045,1,Low Sales - Low Profit
Ricardo Sperren,3221.29,633.4513999999999,5,High Sales - High Profit
Richard Bierner,2663.0860000000002,477.23990000000003,8,High Sales - High Profit
Richard Eichhorn,876.696,209.2294,5,Low Sales - Low Profit
Rick Bensley,4715.466,640.5466,12,High Sales - High Profit
Rick Duston,4272.93,480.594,8,High Sales - High Profit
Rick Hansen,3621.3759999999997,563.7877,5,High Sales - High Profit
Rick Huthwaite,6979.18,1289.4535,6,High Sales - High Profit
Rick Reed,3302.2619999999997,721.6826,6,High Sales - High Profit
Rick Wilson,7397.401,1586.6273,7,High Sales - High Profit
Ritsa Hightower,740.382,0.30570000000000164,2,Low Sales - Low Profit
Rob Beeghly,528.546,76.8879,5,Low Sales - Low Profit
Rob Dowd,2912.8940000000002,734.5158,10,High Sales - High Profit
Rob Haberlin,2085.7400000000002,172.6261,3,Low Sales - Low Profit
Rob Lucas,6234.91,488.14840000000004,8,High Sales - High Profit
Rob Williams,3279.746,698.8325,9,High Sales - High Profit
Robert Barroso,221.084,72.679,5,Low Sales - Low Profit
Robert Dilbeck,2786.632,835.772,5,High Sales - High Profit
Robert Marley,5979.0960000000005,1902.5438000000001,5,High Sales - High Profit
Robert Waldorf,3495.646,707.5503,5,High Sales - High Profit
Roger Barcio,2067.45,243.07549999999998,4,Low Sales - High Profit
Roger Demir,1419.737,207.3304,10,Low Sales - Low Profit
Roland Fjeld,2341.2960000000003,711.6168,7,High Sales - High Profit
Roland Murray,98.35,28.6879,1,Low Sales - Low Profit
Roland Schwarz,4159.7699999999995,1206.3851,8,High Sales - High Profit
Rose O'Brian,3815.478,-1262.5716000000002,7,High Sales - Low Profit
Ross Baird,5633.316000000001,-461.73319999999995,8,High Sales - Low Profit
Ross DeVincentis,1137.616,318.4625,8,Low Sales - High Profit
Roy Collins,966.409,63.991400000000006,6,Low Sales - Low Profit
Roy Französisch,945.222,280.0261,8,Low Sales - High Profit
Roy Phan,2170.716,594.5868,8,Low Sales - High Profit
Roy Skaria,22.328,9.5838,2,Low Sales - Low Profit
Ruben Ausman,3832.314,1292.8656,7,High Sales - High Profit
Ruben Dartt,3133.924,455.5292,9,High Sales - High Profit
Russell Applegate,4793.543,304.8673,9,High Sales - High Profit
Russell D'Ascenzo,970.9420000000001,35.05740000000001,4,Low Sales - Low Profit
Ryan Akin,1686.9225,-445.695,5,Low Sales - Low Profit
Ryan Crowe,885.752,10.563300000000002,6,Low Sales - Low Profit
Sally Hughsby,3406.8395,558.4739999999999,13,High Sales - High Profit
Sally Knutson,883.409,168.7933,3,Low Sales - Low Profit
Sally Matthias,244.49399999999997,-26.5927,4,Low Sales - Low Profit
Sam Craven,3362.9636,-317.0508,5,High Sales - Low Profit
Sam Zeldin,3625.329,366.43030000000005,11,High Sales - High Profit
Sample Company A,4624.572,1011.7443,9,High Sales - High Profit
Sandra Flanagan,763.5459999999999,228.1623,7,Low Sales - High Profit
Sandra Glassco,3406.5809999999997,570.438,3,High Sales - High Profit
Sanjit Chand,14142.333999999999,5757.411899999999,9,High Sales - High Profit
Sanjit Engle,12209.438000000002,2650.6769,11,High Sales - High Profit
Sanjit Jacobs,3949.656,144.1189,12,High Sales - Low Profit
Saphhira Shifley,1324.028,332.3487,8,Low Sales - High Profit
Sara Luxemburg,3053.012,527.9715,7,High Sales - High Profit
Sarah Bern,1348.02,157.6658,3,Low Sales - Low Profit
Sarah Brown,6410.996,885.4623999999999,6,High Sales - High Profit
Sarah Foster,3422.7859999999996,286.9046,9,High Sales - High Profit
Sarah Jordon,1341.036,-23.5137,6,Low Sales - Low Profit
Scot Coram,4371.9580000000005,440.14099999999996,4,High Sales - High Profit
Scot Wooten,1085.078,-19.60620000000001,7,Low Sales - Low Profit
Scott Cohen,3729.7929999999997,671.0033999999999,8,High Sales - High Profit
Scott Williamson,1966.65,332.8725,6,Low Sales - High Profit
Sean Braxton,8057.891,-2082.7451,7,High Sales - Low Profit
Sean Christensen,3979.065,229.1617,7,High Sales - High Profit
Sean Miller,25043.05,-1980.7393,5,High Sales - Low Profit
Sean O'Donnell,2602.5755,-81.0858,6,High Sales - Low Profit
Sean Wendt,1019.044,95.8383,3,Low Sales - Low Profit
Seth Vernon,11470.949999999999,1199.4242,10,High Sales - High Profit
Shahid Collister,5992.536,236.66149999999996,9,High Sales - High Profit
Shahid Hopkins,2180.718,-144.5229,10,Low Sales - Low Profit
Shahid Shariari,3056.8070000000002,-1010.9738,6,High Sales - Low Profit
Sharelle Roach,3233.481,-3333.9144,5,High Sales - Low Profit
Shaun Chance,1874.998,379.5611,7,Low Sales - High Profit
Shaun Weien,2921.544,793.6548,7,High Sales - High Profit
Sheri Gordon,1884.798,-119.0105,8,Low Sales - Low Profit
Shirley Daniels,6121.114,1985.1671999999999,9,High Sales - High Profit
Shirley Jackson,1318.776,68.09629999999999,5,Low Sales - Low Profit
Shirley Schmidt,613.4,199.93449999999999,3,Low Sales - Low Profit
Shui Tom,433.34000000000003,84.4419,7,Low Sales - Low Profit
Sibella Parks,1306.086,-118.77570000000001,6,Low Sales - Low Profit
Skye Norling,1860.418,-716.8565000000001,6,Low Sales - Low Profit
Sonia Cooley,902.7280000000001,100.2253,5,Low Sales - Low Profit
Sonia Sunley,418.49,135.5401,6,Low Sales - Low Profit
Speros Goranitis,3124.832,463.269,6,High Sales - High Profit
Stefania Perrino,5440.319,-270.42819999999995,9,High Sales - Low Profit
Stefanie Holloman,2096.392,260.6258,2,Low Sales - High Profit
Stephanie Phelps,1872.4360000000001,268.4782,9,Low Sales - High Profit
Stephanie Ulpright,2595.364,763.4719,7,High Sales - High Profit
Steve Carroll,1254.64,370.1578,6,Low Sales - High Profit
Steve Chapman,2576.408,611.8291,10,High Sales - High Profit
Steve Nguyen,3127.9592,481.74989999999997,7,High Sales - High Profit
Steven Cartwright,5226.21,1276.6513,11,High Sales - High Profit
Steven Roelle,4345.8859999999995,1990.4243999999999,8,High Sales - High Profit
Steven Ward,758.6959999999999,68.2416,2,Low Sales - Low Profit
Stewart Carmichael,4492.657,-671.1874,7,High Sales - Low Profit
Stewart Visinsky,4105.305,485.0272,9,High Sales - High Profit
Stuart Calhoun,279.25600000000003,51.8252,4,Low Sales - Low Profit
Stuart Van,1271.0900000000001,199.6502,4,Low Sales - Low Profit
Sue Ann Reed,4767.3415,610.1496000000001,10,High Sales - High Profit
Sung Chung,280.632,31.1757,2,Low Sales - Low Profit
Sung Pak,4282.94,566.7226,10,High Sales - High Profit
Sung Shariari,964.636,-75.586,5,Low Sales - Low Profit
Susan Gilcrest,47.946,-3.7073,3,Low Sales - Low Profit
Susan MacKendrick,1043.041,-237.2885,1,Low Sales - Low Profit
Susan Pistek,3990.689,14.692400000000003,6,High Sales - Low Profit
Susan Vittorini,1903.491,106.8912,8,Low Sales - Low Profit
Suzanne McNair,5563.392,581.5741999999999,12,High Sales - High Profit
Sylvia Foulston,3336.535,539.9352,9,High Sales - High Profit
Tamara Chand,19052.218,8981.323900000001,5,High Sales - High Profit
Tamara Dahlen,1434.5480000000002,88.1897,9,Low Sales - Low Profit
Tamara Manning,2955.2259999999997,573.3013,8,High Sales - High Profit
Tamara Willingham,5278.826,737.3905,7,High Sales - High Profit
Tanja Norvell,3130.221,-692.0452,7,High Sales - Low Profit
Ted Butterfield,1467.881,390.2113,5,Low Sales - High Profit
Ted Trevino,4915.602,751.9567,7,High Sales - High Profit
Thais Sissman,4.833,-3.3156,2,Low Sales - Low Profit
Thea Hendricks,2422.824,-135.2125,5,High Sales - Low Profit
Thea Hudgings,2942.772,-252.5539,4,High Sales - Low Profit
Theone Pippenger,4454.0560000000005,1129.1261,9,High Sales - High Profit
Theresa Coyne,1038.26,265.5332,1,Low Sales - High Profit
Theresa Swint,2163.6240000000003,260.87440000000004,6,Low Sales - High Profit
Thomas Boland,3589.296,829.1635,4,High Sales - High Profit
Thomas Brumley,816.1740000000001,179.0038,4,Low Sales - Low Profit
Thomas Seio,5371.09,862.8877,7,High Sales - High Profit
Thomas Thornton,1427.0439999999999,278.7371,8,Low Sales - High Profit
Tiffany House,1022.201,92.729,8,Low Sales - Low Profit
Tim Brockman,1602.376,260.6155,7,Low Sales - High Profit
Tim Taslimi,439.5,93.9162,3,Low Sales - Low Profit
Toby Braunhardt,2198.45,490.9567,6,Low Sales - High Profit
Toby Carlisle,4266.812,606.3727,8,High Sales - High Profit
Toby Gnade,3058.372,682.1704,5,High Sales - High Profit
Toby Ritter,675.9419999999999,220.36440000000002,5,Low Sales - Low Profit
Toby Swindell,974.7819999999999,-184.97889999999998,5,Low Sales - Low Profit
Todd Boyes,834.328,268.967,5,Low Sales - High Profit
Todd Sumrall,11891.751,2371.7144000000003,6,High Sales - High Profit
Tom Ashbrook,14595.62,4703.7883,4,High Sales - High Profit
Tom Boeckenhauer,9133.99,2798.3689,7,High Sales - High Profit
Tom Prescott,5329.0048,-1087.3898,5,High Sales - Low Profit
Tom Stivers,2054.14,48.70169999999999,5,Low Sales - Low Profit
Tonja Turnell,5364.808,1124.4999,7,High Sales - High Profit
Tony Chapman,1244.976,119.104,9,Low Sales - Low Profit
Tony Molinari,1094.6779999999999,292.52099999999996,3,Low Sales - High Profit
Tony Sayre,2243.274,11.377899999999983,6,Low Sales - Low Profit
Tracy Blumstein,4737.486,-1603.0451,9,High Sales - Low Profit
Tracy Collins,742.5580000000001,217.933,7,Low Sales - Low Profit
Tracy Hopkins,4234.0960000000005,-571.9678,7,High Sales - Low Profit
Tracy Poddar,1936.6399999999999,139.22869999999995,4,Low Sales - Low Profit
Tracy Zic,1707.286,224.8887,4,Low Sales - Low Profit
Troy Blackwell,1387.559,-136.4091,5,Low Sales - Low Profit
Troy Staebel,2820.424,-294.6981,7,High Sales - Low Profit
Trudy Brown,2797.668,379.882,9,High Sales - High Profit
Trudy Glocke,2074.661,365.7205,4,Low Sales - High Profit
Trudy Schmidt,3368.094,220.91629999999998,5,High Sales - Low Profit
Valerie Dominguez,6442.254,1617.7874000000002,6,High Sales - High Profit
Valerie Mitchum,2454.866,513.5269,7,High Sales - High Profit
Valerie Takahito,1736.596,-224.08889999999997,2,Low Sales - Low Profit
Vicky Freymann,847.944,-96.27799999999999,5,Low Sales - Low Profit
Victor Preis,993.9019999999999,205.3888,3,Low Sales - Low Profit
Victoria Brennan,2005.596,371.2398,6,Low Sales - High Profit
Victoria Pisteka,3360.526,-1018.7768,7,High Sales - Low Profit
Victoria Wilson,6134.0380000000005,-874.6645,10,High Sales - Low Profit
Vivek Gonzalez,846.01,143.6268,6,Low Sales - Low Profit
Vivek Grady,427.372,-52.333,5,Low Sales - Low Profit
Vivek Sundaresam,1055.981,-262.8093,4,Low Sales - Low Profit
Vivian Mathis,380.69,116.6373,5,Low Sales - Low Profit
William Brown,6160.102,714.3311,11,High Sales - High Profit
Xylona Preis,2374.658,621.23,11,High Sales - High Profit
Yana Sorensen,6720.4439999999995,1778.2923,8,High Sales - High Profit
Yoseph Carroll,5454.35,1305.629,5,High Sales - High Profit
Zuschuss Carroll,8025.707,-1032.1490000000001,13,High Sales - Low Profit
Zuschuss Donatelli,1493.944,249.1307,5,Low Sales - High Profit
